kind,videoId,publishedAt,channelId,title,description,tags,defaultLanguage,defaultAudioLanguage,contentDuration,viewCount,likeCount,favouriteCount,commentCount,topicCategories
youtube#video,79961,2023-12-08 08:17:36+00:00,14428,The Key to Brightening: Fade Dark Spots and Hyperpigmentation,,,en-US,en-US,PT9S,7,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,55617,2024-12-14 05:37:21+00:00,35029,#Lotus gold facial #reels #hair #skin care in,,,,,PT25S,429,7,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,24265,2023-11-15 11:24:43+00:00,46971,The Science of Exfoliation: Reveal Your Best Skin,,,en-US,en-US,PT9S,67,1,0,1,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,9324,2023-06-15 14:59:39+00:00,25835,A successful woman’s mindset is like this #powerdynamics #selfesteemboost #patriarchy,,,,en,PT57S,2193,191,0,2,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,6163,2025-06-19 03:12:19+00:00,34977,20&quot; Invisible Luxe Synthetic Wavy Hair Extensions Ash Brown Highlights #viralhair #youtubeshorts,,,,,PT10S,806,4,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,37850,2021-04-12 07:22:35+00:00,50186,Do your wedding look in just 3 steps | #shorts,,,,,PT21S,606,30,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,56147,2020-10-25 09:32:21+00:00,33483,Embrace Your Beauty Hair and Skin Butter,,,,,PT12S,14,2,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,88444,2021-05-25 04:38:17+00:00,13994,I Tried Viral Foundation Video✨#short#youtubeshort#viral#trending,I Tried Viral Foundation Video✨#short#youtubeshort,"['YouTube short', 'short', 'viral video', 'foundation viral video', 'makeup tutorial', 'makeup video', 'trending']",,,PT16S,1274,35,0,2,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,27534,2024-12-07 09:41:58+00:00,42198,for girlies who dont have a lot of time to style their hair #oilyhair #hair #nonaerosol #dryshampoo,,,,,PT54S,614,28,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,29850,2023-11-27 06:30:10+00:00,25699,Ng glow cream review| See the Glow of My Skin Transformation #skincare #ashortaday #skinpigmentation,"#ngglowcream #skincareproduct #pigmentation #trending #trendingshorts 

My skin wasn't always perfect. But I'm so proud of the way it looks today – without a stitch of makeup! Check out the glow in theseshots—the proof that time, love, and patience really do pay off 💝

#glowyskin #beautyglow #nomakeup #pigmentation #darkspots #unevenskintone #clearerskin #skintransformation","['Shorts', 'Ytshorts', 'trending shorts', 'ng glow cream']",,hi,PT46S,202590,2942,0,80,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,92008,2024-04-24 06:47:01+00:00,32752,Without bleach hair colour transformation⚡️#shorts,,,,,PT19S,47,4,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,88239,2023-05-21 06:05:27+00:00,3275,5 full makeup tutorial on my channel #viral #trending #youtube #makeup #highlighter #foryou #bridal,,,hi,hi,PT11S,894,39,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,71839,2025-06-06 03:55:30+00:00,11237,Bronzer all you need #bronzer #makeupwithoutfoundation,Bronzer all you need #bronzer #makeupwithoutfoundation,"['bronzer', 'makeup without foundation']",,,PT15S,2232,11,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,16925,2025-03-11 15:04:12+00:00,16036,Free easy latest hairstyle accessories for girls #new #trending #hairstyle,New latest version hairstyle accessories for girls #new #trending #beauty,['#zeeshanpromix #fashion'],en-US,en-GB,PT46S,18002,801,0,8,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,43292,2024-06-25 15:08:18+00:00,42231,CharmeEssence - The True Mascara,,,,,PT13S,609,20,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,2258,2025-04-16 10:43:34+00:00,14164,new hair products and hair style video #hairstyle #official,,,,,PT9S,64495,175,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,20084,2024-12-16 18:00:07+00:00,16115,Heavy layers + soft curls always gone eat !!! 😍😩,Pre Curled M Cap Glueless Layers Body Wave Lace Wig,['#gluelesswig #weargowig #humanhairwig'],,,PT21S,464,49,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,49736,2025-03-06 01:00:32+00:00,52003,The Luxurious World of Victoria Beckham&#39;s Beauty Regime,"Explore Victoria Beckham's opulent lifestyle, focusing on her beauty routines and expert tips.

#VictoriaBeckham #BeautyRoutine #SkinCare #LuxuryBeauty #SelfCare #HealthyGlow #SkincareTips #NaturalBeauty #Hydration #BeautyEssentials #Shorts",['#Shorts'],,,PT50S,7,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,87844,2023-02-23 23:34:20+00:00,9835,Natural Hair Wash day + Style 💕#shorts #hairinspo #naturalhair #faith,,,,,PT34S,1260,45,0,4,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,41845,2021-02-14 15:53:29+00:00,8180,Hair Dye Bob Cut,"✂️Hair Transformation
✂️Hair Dye
✂️Baby Bangs
✂️Apple Cut
✂️Bob cut
Please hit like and kick the bell of my YT Channel It's me Sir Sachie
https://www.youtube.com/channel/UC8_6TbgaV_xjYRdyQHmsXtg",,,en,PT14S,639,5,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,85816,2021-11-28 10:43:12+00:00,37156,Beautiful Hair Dye with hair colour ideas #haircolor #hairstyle #hairdye #fashionbeauty,,,,,PT22S,1563,45,0,1,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,47511,2022-12-05 11:47:07+00:00,29313,Get ready with me #nykaa #shorts #ytshorts #beauty #nykaahaul,#nykaa #avon #maybelline #lipgloss #mistral #himalaya #beauty #getreadywithme #exploring,,,,PT1M,476,19,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,38145,2021-11-07 21:45:01+00:00,38464,Silky Straight Hair Transformation💜💜 Magic Power From Wig🔮,"✨Hunny if you are looking for thick & soft wig, then must check out this  wig! No tangle, less shedding, last to more than 1years!

#wiginstalltutorial #hairreview #gorgeoushair #wigintall #deepwave #lacewigs #hairinstall #curlywigs #curl #lacemelt #whatlace #wigreview #humanhair #straighthair #hdlace #closurewig #shortwig #headbandwig #clearlacewig #transparentlace #hairstyle #wigs #hdlacewig #curl #sewin #bundleswithclosure #lacefrontwig​​​ #wigmaker​​​ #hairtutorial​​​ #hdlacewig​​​ #deepwavewigs​​​​ #curlywigs​​​​ #wigs #40incheshair #gluelesswig  #30inchhair #humanhairwigs #blackgirlmagic #crazysoft #hairstyles #hairsalon #satisfyingvideos #chicagohairstylist #hairjourney #hairtransformation #explorepage #melaninpoppin #blackbeauty #blackgirlsrock #Brazilianhair #peruvianhair #malaysianHair #humanHair #virginhair #hairtutorial #naturalhair #hairweave #hairextensions #coloredwig 
*I don't have the copyright to the music",,,,PT14S,2050,97,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,56530,2025-01-31 05:22:11+00:00,45119,Devin Brugman&#39;s Secret to Building a Million Dollar Swimwear Brand,"""Devin Brugman is more than just a model—she’s a business powerhouse, fashion entrepreneur, and social media influencer. Best known as the co-founder of Monday Swimwear, Devin has successfully turned her love for fashion into a thriving empire.

In this video, we explore her inspiring journey—from her early modeling days to becoming a major name in the swimwear and fashion industry.

What you’ll learn in this video:
✅ How Devin Brugman started her career in modeling & blogging
✅ The story behind Monday Swimwear and its success
✅ Her influence on fashion, beauty, and social media trends
✅ Insights into her personal life, fitness, and lifestyle
✅ How Devin Brugman built a multi-million dollar brand#DevinBrugman #MondaySwimwear #Fashion #ModelLife #SwimwearDesigner #entrepreneur 


#DevinBrugman
#Supermodel
#FashionModel
#ModelLife
#TopModel
#FashionIndustry
#GlamourModel
#StyleIcon
#SwimwearModel#SuccessStory
#EntrepreneurLife
#WomenInBusiness
#FashionDesigner
#BrandFounder
#InfluencerMarketing
#SocialMediaSta#BeautyInfluencer
#FitnessModel
#LuxuryLifestyle
#BeachLife
#TravelAndStyle
#WellnessJourney
#BikiniModel #WomenInBusiness #Influencer #SuccessStory #fashionicon","['television', 'cambodian', 'live', 'excessively obsessed: find your passion build your business learn your limits love your life', 'cambodia', 'natasha oakley', 'khmer tv', 'khmer', 'devin brugman measurements', 'devin brugman ink361', 'devin brugman fap', 'vladimir k. zworykin', 'television 1927', 'bravia 9', ""Devin Brugman's"", 'Secret to Building a Million Dollar Swimwear Brand']",en,en,PT3M25S,90,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,19481,2021-11-27 12:57:37+00:00,23897,"new makeup look under 10 rs products,#shorts #youtubeshorts",,,,hi,PT15S,3231,58,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,17049,2023-12-05 17:19:42+00:00,13586,The Power of Facial Toners: Balance and Restore Your Skin,,,en-US,en-US,PT11S,79,0,0,0,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,11959,2021-03-08 18:02:53+00:00,31181,famous hair style,,,,,PT19S,9474,129,0,1,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
youtube#video,48208,2023-10-05 14:45:03+00:00,8458,Super gorgeous balayage transformation #shorts,"Let's talk about drastic hair transformations, the ones that stand out the most. Here's a video of clips which will amaze you by the INCREDIBLE work Mounir does, paying attention to every hair detail of his clients! #mounir #transformation #haircolor #bride",,,,PT25S,45959,2132,0,47,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,30750,2020-05-05 14:00:11+00:00,48731,John Frieda Hair Care Collection &quot;Fashion/Let Me Tell You&quot; Short Director&#39;s Cut (2016),"Models: Nadine Leopold, Rosanne Swart-Doosje, Shanina Shaik, & Charleen Weiss
Director: Jean Pierre Philippot
Producers: Katie Knab Olsen & Amy Shaw
Director of Photography: Arnaud Stefani
Hairdresser: Stephane Lucien
Art Director: Kyle Lynah
Jr. Art Directors: Bea Bueno, Baylee Shurman, & Sara Easterling
Advertising Agency: Arnold New York
Creative Director: Chris Chao
Executive Creative Directors: Kate Murphy & Kate Wadia
Director of Strategy: Rohini Sahni & Beth Fetzer
TV Production Company: Tempesta Paris
Editors: Emily Spiegelman & Akiko Iwakawa-Grieve
Copywriters: Katie Young & Laura Linthicum
Production Designer: Laura Sabat
Post-Production: Cut + Run
VFX: Consulate, Jogger Studio
Finishing Producer: Lauri Blaire Schulman
Photographers: Josh Olins & Will Davidson
Song: Goodbye (ft. Lyse) [Radio Edit] by Feder (Replaced with Right Here Beside You by Spence to avoid being blocked in some Countries by a Copyright Claim, Sorry; If you aren't in Belgium, Luxembourg, or Sweden you can view the version with the original music here: https://youtu.be/Fj7EqSDcVeA) 
Year: 2016
John Frieda Hair Care Collection ""Me & John/Fashion/Let Me Tell You"" Short Director's Cut
#JohnFrieda #MeAndJohn #Haircare #Haircommercial #Hair #Hairad #Shampoo #Shampoocommercial #Hairconditioner #Beauty #Fashion #Beautycommercial #Salon #Longhair #Hairproducts
All Rights Acknowledged.","['Hair', 'Hair Gymnastics', 'Models', 'Beauty', 'Fashion', 'Style', 'Products', 'TV Commercial', 'John Frieda', 'Me&John', 'Together', 'We Can', 'Haircare', 'Hair Color', 'Styling', 'Shampoo', 'Conditioner', 'Collection', 'Brunette', 'Blonde', 'Frizz Ease', 'Sheer Blonde', 'Brilliant Brunette', 'Luxurious Volume', 'We Can Do Anything', 'Women', 'Nadine Leopold', 'Charleen Weiss', 'Rosanne Swart-Doosje', 'Rosanne Swart', 'Shanina Shaik', 'Hot', 'Sexy', 'Beautiful', 'Gorgeous', 'Pretty', 'Long Hair', 'Salon', 'Hair Swish', 'Hair Swoosh', 'Hair Toss', 'Hair Flip', 'Windy Hair']",,,PT1M7S,1087,11,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,80253,2022-12-14 06:20:25+00:00,22105,THIS BLEND 😻😻 | Balayage,,,,,PT9S,823,14,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,68096,2022-12-06 03:16:29+00:00,25073,JOY#HOEY&amp;ALMONDS #New#advanced nourishing #body 🧴,,,,,PT2M42S,13,2,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,66467,2023-11-23 08:38:33+00:00,38905,Kylie Jenner’s Cosmetic Vs Rihanna’s Beauty Fenty,"Cossmetic Clash: Kylie Jenner's Glam vs. Rihanna's Radiance - Fenty Beauty Showdown

Get ready for a beauty showdown like never before! In this epic face-off, we delve into the glamorous worlds of two beauty moguls: Kylie Jenner and Rihanna. Join us as we compare and contrast the beauty powerhouses—Kylie Cosmetics and Fenty Beauty.

🌟 Kylie Jenner's Cosmetics Kingdom: The Ultimate Glam 🌟
Step into Kylie's world of high-end allure and sophistication. From the iconic Lip Kits to the dazzling eyeshadow palettes, we explore the magic that Kylie Jenner weaves into her cosmetics empire. Discover the latest launches, witness stunning swatches, and decide for yourself if Kylie's products truly live up to the hype.

💄 Fenty Beauty by Rihanna: Unapologetic Radiance 💄
Rihanna's Fenty Beauty is all about inclusivity and radiant beauty. From the game-changing Pro Filt'r foundation to the show-stopping Killawatt highlighters, experience the diversity and innovation that Fenty Beauty brings to the table. Dive into Rihanna's vision of beauty for all and find out if her products are the key to achieving that lit-from-within glow.

🔍 Comparisons, Swatches, and Honest Opinions 🔍
We leave no stone unturned as we compare the formulas, shades, and overall performance of Kylie Jenner's and Rihanna's cosmetic masterpieces. Watch as we swatch side by side, analyze the packaging, and provide honest opinions on what works best for different skin tones, styles, and preferences.

🤔 Which Beauty Mogul Reigns Supreme? 🤔
The ultimate question remains: Kylie or Rihanna? Join the debate in the comments and let us know which cosmetics line stole your heart. Are you Team Kylie, embracing the glamorous allure? Or do you pledge allegiance to Rihanna's radiant revolution?

👉 Don't Miss Out! Subscribe and Stay Glammed Up 👈
Hit that subscribe button, ring the notification bell, and join us on this beauty journey. Whether you're a Kylie fanatic, a Fenty enthusiast, or just a makeup lover looking for the next holy grail, this showdown is not to be missed. Get ready for a cosmetic clash of epic proportions!

#KylieVsFenty #CosmeticClash #MakeupShowdown #BeautyBattle #GlamVsRadiance",['Kylie Cosmetic vs Fenty Beauty'],,,PT3M55S,138,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,92061,2020-05-25 12:32:41+00:00,17154,عطر الرجال وكبار الشخصيات سوفاج ديور,,,,,PT6S,516,7,0,1,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,92173,2025-03-26 12:49:12+00:00,33937,Hair Styling using our Satin ‘Luxe Scrunchie’ #satin #scrunchies #hairaccessories #hairstyle #hair,,,,en-IN,PT19S,3652,37,0,0,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,36614,2022-04-20 08:56:16+00:00,9198,Hair Transformation #shorts #artist #hair #haircare #keratin #shinehair #frizzfreehair #protein,,"['Keratin', 'Protein Treatment', 'Hair', 'Hair Care', 'Frizz Free Hair']",en,en-IN,PT15S,4098,101,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,34873,2024-01-20 12:51:36+00:00,30475,The Power of Facial Serums: Targeted Solutions for Specific Skin Concerns,,,en-US,en-US,PT9S,260,2,0,0,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,62780,2024-05-21 20:20:56+00:00,7047,Black is beautiful🥰#hairmaxsingnature#beauty#luxury#installation#frontal#hairstyle#explore#wigs#usa,,,,,PT32S,25,2,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,69029,2025-06-03 18:01:51+00:00,49103,Glow-Up Routine with Affordable Makeup Finds #makeup,Affordable Makeup Routine #makeuplook #makeuptutorial #affordablemakeup #beauty #fok,,,,PT58S,778,5,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,759,2024-09-21 13:48:37+00:00,44542,nanoplastia hair treatment  #styling video female #anees #family #saloon #like # YouTube share💯,nanoplastia hair treatment  #styling video female #anees #family #saloon #like # YouTube shar,"['nanoplastia hair treatment  #styling video female #anees #family #saloon #like # YouTube shar', 'anees  ahamad  3762A7']",,,PT30S,414,4,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,438,2025-02-24 16:00:00+00:00,8458,Hair Color Transformation! #shorts,"Let's talk about drastic hair transformations, the ones that stand out the most. Here's a video of clips which will amaze you by the INCREDIBLE work Mounir does, paying attention to every hair detail of his clients! #mounir #transformation #haircolor #bride",,,,PT12S,6141,131,0,4,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,85919,2025-05-26 12:46:25+00:00,23514,#longhair #hairstyle #haircare #hair #beauty #hairlength #trending #shorts,,,,,PT28S,20252,257,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,61835,2020-09-27 12:00:06+00:00,22679,The New Natural Hair Care Movement and JOSHICA BEAUTY Celebrating Black Natural Beauty,JOSHICA BEAUTY is a luxury natural hair and skin care brand that celebrates 4C natural hair and self-care with a collection of luxurious natural hair and beauty products.,"['Natural hair care', 'best natural hair care', 'new natural hair video', 'new indie brand video', 'Joshica beauty', 'clean beauty blogger', 'natural hair', 'afro hair', 'new beauty brand', 'best beauty brand', 'big natural hair', 'short natural hair', 'natural hair talk']",,,PT44S,74,4,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,60230,2024-12-24 23:19:07+00:00,33576,Big Chop - Short Hairstyles For Natural Hair #hair #naturalhair #naturalbeauty #shorthaircut #chop,,,,,PT1M,927,49,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,48232,2020-04-17 11:35:43+00:00,46266,Get Gorgeous lips,"Subscribe to Glamorous Glam by glam girl 

Video by - wildrose baby
Instagram- wildrose baby
.

.

Follow my Instagram- glam._.girl__",['glam girl'],,,PT16S,59,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,20390,2022-04-13 08:33:37+00:00,25964,ATTRACT all of them with these perfumes #shorts #fyp #perfumes,,,,,PT41S,248,9,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,13370,2025-04-27 18:15:00+00:00,33891,My Curls came back after straightening my hair. #washngo #longnaturalhair #curls #coils #haircare,,,,,PT36S,522,6,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,59808,2022-10-18 07:49:41+00:00,5755,Heavy Tangled Hair🧐 | Before &amp; After Treatment Results | Famous Celebrity | Satisfied Customers♥️,#malik #shorts #short #hair #tangled #youtube #4wd #driving #look #looks #dangerous #dance #song #songs #story #movie #move #fortuner #care #car #bike #lover #fresh #modi #modified #ytshorts #ytshort #yt #ytviral #thar #tharlover #kilipaul #viralvideo #emotinalstatus #hotel #shortsbreak #musewala #sidhumoosewala #sidhu #sidhumoosewalanewsong,,,,PT17S,4666,95,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,81589,2020-11-03 23:51:12+00:00,38131,Easy Karwachauth makeup ||Karwachauth look with daily beauty products||Red/Magenta saree makeup look,#Easy #Karwachauth #makeup #Karwachauthlook #daily #beauty #products #Red #Magenta #sareemakeuplook,"['simple makeup', 'Karwa chauth makeup 2020', 'red/magenta saree makeup for karwa chauth']",,,PT19M59S,404,21,0,10,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,14322,2023-11-30 21:03:54+00:00,31015,#hair #lowlights #highlights #greyhair #hairstyle #style #haircolor #fyp,,,,,PT10S,155,1,0,0,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,72775,2023-07-10 17:30:40+00:00,29356,Air Brows Powder -AFTER @airbrowsuk,Air Brows Powder -AFTER @airbrowsuk,,,,PT10S,99,4,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,37640,2025-04-11 22:34:48+00:00,26887,GRWM: #shorts #makeuptutorial #makeupproducts #getdressedwithme #vlog #dayinmylife #entrepreneur,,,,,PT1M,1056,,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,44286,2025-06-26 22:19:01+00:00,15843,temporary hair extensions👀 #hairextensions #hairtransformation #girlthings,,,,,PT1M30S,729,10,0,2,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,75020,2021-08-24 04:07:32+00:00,44455,Complete Bridal Look by Nisha Patil Mam With PAC products and Shah Agencies Jalgaon,Complete Bridal Look by Nisha Patil Mam with PAC products and Shah Agencies Jalgaon,,,,PT34S,320,11,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,50641,2023-06-26 04:57:32+00:00,35175,Shaggy Layers and Pumpkin Spice Hair | Wella India Before After Hair Transformation,,,,,PT28S,35,4,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,36517,2025-05-14 23:32:40+00:00,18115,i love me some rhode 🤍 #blush #makeup #skincare #rhode #rhodeskin,,,,,PT11S,3883,64,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,26968,2023-10-30 18:31:18+00:00,9859,Achieve a Youthful Glow with Anti-Aging Skincare,,,en-US,en-US,PT9S,0,0,0,0,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
youtube#video,48703,2025-03-20 19:07:55+00:00,49607,Chopper Ombre❕❤️‍🔥 #hairstyle #haircut #hair #balayage #ombre,,,,,,,,,,
youtube#video,32400,2021-09-04 21:19:24+00:00,20741,Braided wig transformation 2021,"Closure braided wig made by Nissey’s Luxury 
Wearing it glueless nice fit and not heavy at all 
😍❤️🔥



#youtubechannel.
#youtube.
#youtuber.
#youtubers.
#subscribe.
#youtubevideos
#sub.
#youtubevideo
#viral 
#wigs 
#braidedwigs",,,,PT46S,398,9,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,18527,2024-01-04 17:11:02+00:00,45099,The Art of VIDEO EDITING: Balancing Artistic Vision and Technical Precision,,,en-US,en-US,PT9S,12,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,22967,2024-01-07 12:10:59+00:00,42348,Korean glow new hack foundation 🤯😳#youtube #shortvideo #youtubeshorts #foundation,,,,,PT57S,75,,0,0,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
youtube#video,21314,2025-03-17 21:36:31+00:00,19310,Glow goals achieved in 4 hours! #btan #selftan,Glow goals achieved in 4 hours! #btan #selftan #glowyourownway #fok,,,,PT10S,39,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,71557,2023-10-19 23:13:52+00:00,10693,#norahamour mi perfume del momento 🫶☀️,,,,,PT14S,280,5,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
